BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50
-0.64511161,-0.895873553,-0.898218179,-0.88792749,-0.895766563
-0.645093693,-0.895873384,-0.898217014,-0.887927207,-0.895766275
-0.645086626,-0.895869437,-0.898215206,-0.88792656,-0.895766163
-0.645079034,-0.89586364,-0.898213188,-0.887926529,-0.895765368
-0.645077302,-0.895859965,-0.898210308,-0.887926269,-0.895764989
-0.645064464,-0.895856256,-0.898206629,-0.887925848,-0.89576363
-0.645043711,-0.895853773,-0.898206265,-0.887924239,-0.895762513
-0.645016823,-0.895853296,-0.898205292,-0.887922175,-0.895760894
-0.645013015,-0.895852329,-0.898204621,-0.88792106,-0.895760312
-0.645010432,-0.895852263,-0.898201105,-0.887916434,-0.895760273
-0.645008423,-0.895851557,-0.898200874,-0.887914016,-0.895759508
-0.644992989,-0.895851405,-0.898200868,-0.887913921,-0.895755365
-0.644962594,-0.895850653,-0.898200396,-0.88791339,-0.895754209
-0.64496106,-0.895848309,-0.898200199,-0.887913181,-0.895751275
-0.644959518,-0.895844695,-0.89819908,-0.887911749,-0.895751156
-0.644958219,-0.895844482,-0.898199043,-0.887911632,-0.895748975
-0.644942414,-0.895842234,-0.898196524,-0.887911536,-0.895747976
-0.644927841,-0.895840072,-0.898195932,-0.887910278,-0.895743991
-0.644915486,-0.89583978,-0.89819475,-0.887908566,-0.895742759
-0.644895903,-0.895836647,-0.898194472,-0.887907801,-0.895742275
-0.644891613,-0.895836352,-0.898191875,-0.887905675,-0.89574146
-0.644891377,-0.895835553,-0.898191385,-0.887905665,-0.895740905
-0.644890717,-0.895834851,-0.89819069,-0.887902934,-0.895738416
-0.644886775,-0.89583207,-0.898189911,-0.887900853,-0.8957382
-0.644886375,-0.895827059,-0.898189456,-0.887898639,-0.895737962
-0.644875325,-0.89582695,-0.898187584,-0.887896837,-0.895737231
-0.644871309,-0.895826669,-0.898187304,-0.887896264,-0.895736238
-0.644862385,-0.895819745,-0.898184305,-0.887895371,-0.895733446
-0.644834231,-0.89581968,-0.898183262,-0.887894776,-0.895732795
-0.644807724,-0.895816338,-0.898182282,-0.887894525,-0.895731596
-0.644801999,-0.895816313,-0.898181583,-0.887891236,-0.895731511
-0.644777269,-0.89581627,-0.898180492,-0.887890597,-0.895728586
-0.64476435,-0.895815425,-0.898180479,-0.887889129,-0.895728222
-0.644736563,-0.895815221,-0.898176477,-0.887888484,-0.895727078
-0.644735417,-0.895814166,-0.898175598,-0.88788734,-0.895725035
-0.64472202,-0.895813195,-0.898174699,-0.887886795,-0.895723342
-0.6446702,-0.895806752,-0.898173244,-0.887886756,-0.895723058
-0.64464695,-0.895805825,-0.89817284,-0.887884797,-0.895720574
-0.644632842,-0.895804869,-0.898171272,-0.887884582,-0.895719151
-0.64461896,-0.89580423,-0.898171219,-0.887870064,-0.895719108
-0.644590302,-0.895799168,-0.898171016,-0.887869037,-0.895718112
-0.644589994,-0.895797308,-0.898170909,-0.887868263,-0.895716584
-0.644581733,-0.895797118,-0.898170801,-0.88786685,-0.895716161
-0.644578237,-0.895795986,-0.898169841,-0.887862866,-0.89571566
-0.644544416,-0.895795592,-0.898169437,-0.88785983,-0.895714789
-0.644530276,-0.89579512,-0.898169199,-0.887858372,-0.895713503
-0.644515884,-0.895794844,-0.898169134,-0.887852796,-0.895709922
-0.644514906,-0.895794776,-0.898169102,-0.887852618,-0.895709378
-0.644496679,-0.89579418,-0.898168956,-0.887852351,-0.895700295
-0.644470584,-0.895787064,-0.898168042,-0.887850155,-0.895699483
-0.644467656,-0.895786969,-0.898166522,-0.887850123,-0.89569655
-0.6444464,-0.895781593,-0.898166243,-0.887850039,-0.895694878
-0.644440243,-0.89577979,-0.898166172,-0.887847798,-0.895694369
-0.644428461,-0.895777899,-0.898164855,-0.887846838,-0.895692484
-0.644425784,-0.895776082,-0.898161828,-0.8878461,-0.895691352
-0.644416274,-0.895775273,-0.898160574,-0.887845159,-0.895688887
-0.644410173,-0.895774965,-0.898159963,-0.887844907,-0.89568804
-0.644401829,-0.895774575,-0.898159472,-0.887843807,-0.895687125
-0.644396972,-0.895772249,-0.898158795,-0.887843706,-0.895685325
-0.644390634,-0.895772206,-0.898157616,-0.887842395,-0.895683543
-0.644390432,-0.895771974,-0.898156266,-0.887840721,-0.895681251
-0.644382089,-0.895771534,-0.898156201,-0.887840364,-0.895679301
-0.644377096,-0.895771149,-0.898155653,-0.887840256,-0.89567893
-0.644354229,-0.895769612,-0.898154272,-0.887839743,-0.89567713
-0.644348262,-0.895766845,-0.898153929,-0.887836468,-0.895675526
-0.644345017,-0.895766483,-0.898153794,-0.887833427,-0.895675524
-0.64428915,-0.895763558,-0.898152957,-0.887830917,-0.895674544
-0.644282558,-0.895763147,-0.898152565,-0.887830214,-0.895674396
-0.64427734,-0.895757359,-0.89815224,-0.887830141,-0.895673117
-0.644268056,-0.895754509,-0.898149789,-0.88782975,-0.8956731
-0.644259645,-0.895754164,-0.898145415,-0.887828923,-0.895671824
-0.644239106,-0.895753928,-0.89814313,-0.887828472,-0.895671662
-0.644217012,-0.8957533,-0.898141709,-0.887826517,-0.895670882
-0.644204629,-0.895750269,-0.898141687,-0.887825262,-0.895670239
-0.644200196,-0.895749699,-0.898140086,-0.887824951,-0.895665154
-0.644190042,-0.895749499,-0.898138651,-0.887824634,-0.895662465
-0.644190037,-0.895743768,-0.898138185,-0.887824212,-0.895661702
-0.644187283,-0.895743603,-0.898137721,-0.887820392,-0.89566083
-0.644176134,-0.8957421,-0.898137618,-0.887819872,-0.895660287
-0.644163993,-0.895741089,-0.89813682,-0.887819558,-0.895658085
-0.644152503,-0.895739335,-0.898136324,-0.887818779,-0.895656987
-0.644142808,-0.895737914,-0.898134268,-0.887816653,-0.895655554
-0.644138829,-0.89573592,-0.898133133,-0.8878149,-0.89565529
-0.644136565,-0.895733327,-0.898132037,-0.887814553,-0.895653086
-0.644134217,-0.895729226,-0.898131831,-0.887812442,-0.895652569
-0.644100621,-0.895728329,-0.89813121,-0.887812116,-0.895651084
-0.644093955,-0.895727462,-0.898126915,-0.887811912,-0.895647408
-0.644029853,-0.895727454,-0.898126242,-0.887811826,-0.895641263
-0.644017436,-0.89572652,-0.898126103,-0.88781078,-0.895638352
-0.644001779,-0.895725699,-0.898124549,-0.887809357,-0.895638147
-0.644000348,-0.895721479,-0.898124063,-0.887809198,-0.89563804
-0.643978829,-0.895720062,-0.89812326,-0.88780873,-0.895637382
-0.643973092,-0.895719574,-0.898123043,-0.887803718,-0.895635826
-0.643939473,-0.895715061,-0.898121671,-0.887801484,-0.895634886
-0.64391031,-0.895715027,-0.898121286,-0.887800488,-0.895634867
-0.643899668,-0.895714421,-0.898120658,-0.887799264,-0.895634403
-0.643890036,-0.895713574,-0.898119661,-0.887798345,-0.895630245
-0.643882961,-0.895712622,-0.898119259,-0.887798047,-0.895627261
-0.643880007,-0.895711998,-0.89811681,-0.887796736,-0.895626537
-0.643866319,-0.895711049,-0.898116776,-0.887795446,-0.895623933
-0.643849877,-0.895711029,-0.89811582,-0.887795232,-0.895623237
-0.643824693,-0.895710607,-0.898115675,-0.887795027,-0.895623015
-0.643809182,-0.895709804,-0.898115292,-0.88779441,-0.895621195
-0.643801908,-0.895707922,-0.898114764,-0.887793616,-0.895620439
-0.643798959,-0.89570647,-0.898112048,-0.887792955,-0.895617522
-0.643794745,-0.895705223,-0.898111999,-0.887789052,-0.895617476
-0.64378905,-0.895705073,-0.89811185,-0.887788174,-0.895615713
-0.643780502,-0.895703078,-0.898111147,-0.88778713,-0.895614877
-0.643737671,-0.895702501,-0.898109998,-0.887784256,-0.89561163
-0.643727216,-0.895700433,-0.898108709,-0.887784149,-0.895611018
-0.643726029,-0.895700109,-0.89810775,-0.88778269,-0.895608059
-0.643690047,-0.895697142,-0.89810764,-0.8877822,-0.895605947
-0.643683749,-0.895697062,-0.89810718,-0.887781015,-0.895603745
-0.643673213,-0.895693748,-0.898106466,-0.887780667,-0.895602552
-0.643662088,-0.895690954,-0.898105887,-0.887778934,-0.895601566
-0.643660626,-0.895690892,-0.898103832,-0.887778077,-0.89559954
-0.643640494,-0.895690788,-0.898100853,-0.887777439,-0.89559924
-0.643625439,-0.895689912,-0.898100368,-0.887776335,-0.895598605
-0.643613702,-0.895688762,-0.898095657,-0.887775416,-0.895598175
-0.643598344,-0.895686913,-0.898095284,-0.887774695,-0.895597416
-0.643592368,-0.895686193,-0.89809405,-0.887772487,-0.895595375
-0.643590908,-0.895685655,-0.898093778,-0.887772411,-0.895594902
-0.643590074,-0.895684085,-0.898092595,-0.887772385,-0.895590236
-0.643586431,-0.895681909,-0.898091519,-0.887771757,-0.895588075
-0.643574082,-0.895680484,-0.898091275,-0.887770663,-0.895587857
-0.643545555,-0.895677586,-0.898090533,-0.887769515,-0.895587294
-0.643528354,-0.895676881,-0.898090003,-0.887769086,-0.895586344
-0.64351679,-0.895676695,-0.898089842,-0.887768739,-0.89558528
-0.643511568,-0.895673781,-0.898087954,-0.887767327,-0.895585198
-0.643499036,-0.895673368,-0.898087899,-0.887765975,-0.895584165
-0.643489137,-0.895672442,-0.898086508,-0.88776502,-0.895583975
-0.643486318,-0.895671536,-0.898086438,-0.887762924,-0.895582866
-0.643471535,-0.895670075,-0.898085877,-0.887762739,-0.895582126
-0.643463656,-0.895670072,-0.89808422,-0.887762335,-0.895580601
-0.643461435,-0.895669263,-0.898083612,-0.887761491,-0.895577687
-0.643455752,-0.895668805,-0.898083076,-0.887761461,-0.895577533
-0.643446768,-0.895668707,-0.898082557,-0.88776011,-0.89557735
-0.643438405,-0.895667952,-0.898082178,-0.887759676,-0.895575963
-0.643435237,-0.895667856,-0.898078425,-0.887759333,-0.895574657
-0.643428268,-0.895665374,-0.898078199,-0.887758425,-0.895574556
-0.643426017,-0.895663949,-0.898077095,-0.887757585,-0.895572168
-0.643421863,-0.895663893,-0.898076244,-0.88775699,-0.895571436
-0.643398087,-0.895663708,-0.898075061,-0.887756366,-0.895570864
-0.643369728,-0.895663344,-0.898073626,-0.887756308,-0.895570152
-0.643358405,-0.895662033,-0.898071932,-0.887755592,-0.895567613
-0.643342828,-0.89566151,-0.898071251,-0.887752613,-0.895565413
-0.643341826,-0.895659372,-0.898070978,-0.887752601,-0.89556432
-0.643341453,-0.89565778,-0.898070606,-0.887751539,-0.895563487
-0.643312884,-0.895657328,-0.898070064,-0.887750524,-0.895563123
-0.643305637,-0.895656929,-0.898068597,-0.88774487,-0.895562649
-0.643305295,-0.895656294,-0.898068551,-0.8877447,-0.895560742
-0.643305208,-0.895645913,-0.898067474,-0.887742056,-0.895560175
-0.643295297,-0.895644645,-0.898067439,-0.887741295,-0.895559285
-0.643288902,-0.895644191,-0.898067039,-0.887740574,-0.895559236
-0.64328514,-0.895644039,-0.898066424,-0.887740416,-0.895554996
-0.643279348,-0.895640177,-0.898066173,-0.887736323,-0.895554865
-0.643269337,-0.895639211,-0.898064133,-0.887736017,-0.895553957
-0.64326715,-0.89563848,-0.89806171,-0.887735478,-0.895553056
-0.643257752,-0.895636878,-0.898061369,-0.887735123,-0.895552822
-0.643241374,-0.895636722,-0.898061331,-0.887733592,-0.895548862
-0.643235425,-0.895636287,-0.898060518,-0.887733153,-0.895547074
-0.643214099,-0.895635387,-0.898059428,-0.887729098,-0.895545552
-0.643211437,-0.895634807,-0.898058129,-0.887728146,-0.895542497
-0.64320988,-0.895633767,-0.898056474,-0.887727801,-0.895542277
-0.6432091,-0.895633272,-0.898056212,-0.887726817,-0.895539974
-0.643189275,-0.8956326,-0.898054739,-0.887724213,-0.895539699
-0.643182399,-0.895631636,-0.898053923,-0.887722221,-0.895539446
-0.643152283,-0.895630387,-0.898052527,-0.887721457,-0.895538827
-0.643147595,-0.895629881,-0.898051967,-0.887720054,-0.895538293
-0.643143027,-0.895628699,-0.898051547,-0.887719985,-0.895537352
-0.643094281,-0.895626676,-0.898050215,-0.88771889,-0.895537316
-0.643093893,-0.89562596,-0.898050076,-0.887717759,-0.895537294
-0.643077629,-0.895621583,-0.898049986,-0.887714,-0.895536494
-0.643058101,-0.895620351,-0.898049246,-0.887713358,-0.895536035
-0.643042342,-0.895620044,-0.89804898,-0.887712503,-0.895533897
-0.643027817,-0.895619046,-0.898048088,-0.887712265,-0.895533884
-0.642996812,-0.895616916,-0.898044225,-0.887711872,-0.895529087
-0.642971667,-0.895612641,-0.898042856,-0.88771046,-0.895528298
-0.642967842,-0.895610083,-0.898042298,-0.887710222,-0.895528096
-0.642936439,-0.895609063,-0.898040855,-0.88770986,-0.895527114
-0.642932924,-0.895607331,-0.898040535,-0.887709651,-0.895524302
-0.642932922,-0.895604866,-0.898037136,-0.887707803,-0.895522822
-0.642928914,-0.895602897,-0.898037038,-0.887707646,-0.89551927
-0.642923988,-0.895602076,-0.898033809,-0.887706847,-0.895518368
-0.642917988,-0.895601525,-0.898030603,-0.887706362,-0.895516754
-0.642908236,-0.895600456,-0.898029065,-0.887705049,-0.895516059
-0.642907553,-0.895600383,-0.898028172,-0.887704835,-0.895514126
-0.642903733,-0.895599748,-0.898027964,-0.887703818,-0.895513836
-0.642892979,-0.895597351,-0.898025575,-0.887703125,-0.89551358
-0.642883469,-0.895596769,-0.898024578,-0.887701526,-0.895511758
-0.642883115,-0.89559663,-0.898021477,-0.887700776,-0.895511418
-0.642874032,-0.895594989,-0.89802079,-0.887700714,-0.895511368
-0.642859499,-0.895593537,-0.898019595,-0.887698567,-0.895508772
-0.642859489,-0.895591629,-0.898019248,-0.887697243,-0.895507748
-0.642858427,-0.895590581,-0.898018796,-0.887696157,-0.895506292
-0.642832177,-0.895587116,-0.898018036,-0.887695932,-0.895506266
-0.642832017,-0.895586263,-0.898017999,-0.887695685,-0.89550538
-0.642828108,-0.895585655,-0.898015647,-0.887694376,-0.895501797
-0.642823856,-0.89558394,-0.898015213,-0.887693489,-0.895499872
-0.642816912,-0.895582301,-0.898013752,-0.887691846,-0.895497783
-0.642813599,-0.895579999,-0.898013237,-0.887689252,-0.895497281
-0.642810955,-0.895578857,-0.898013215,-0.88768768,-0.895497102
-0.642802987,-0.895578835,-0.898012226,-0.887687614,-0.895496484
-0.642791194,-0.89557734,-0.89801192,-0.887686304,-0.895494909
-0.642779951,-0.895572777,-0.898010813,-0.887685349,-0.895493909
-0.64276877,-0.895568285,-0.898009295,-0.887685258,-0.895491939
-0.642766843,-0.895568245,-0.89800856,-0.887681771,-0.895487772
-0.642765162,-0.895567486,-0.898007955,-0.887680684,-0.895486787
-0.642760821,-0.895566951,-0.898006367,-0.887680318,-0.895486195
-0.642750099,-0.895565885,-0.898005092,-0.88767993,-0.895484475
-0.642745657,-0.895564854,-0.898003364,-0.887678351,-0.895484138
-0.642743901,-0.895564464,-0.898002753,-0.887677782,-0.895483038
-0.642724952,-0.895562808,-0.898002644,-0.887675979,-0.895482623
-0.64271941,-0.895562179,-0.89799965,-0.887674981,-0.895481316
-0.642702466,-0.895559722,-0.89799894,-0.88767251,-0.89548073
-0.642678332,-0.895558216,-0.897997972,-0.887671842,-0.895479818
-0.642654007,-0.895556521,-0.897997943,-0.887670855,-0.895477968
-0.642632282,-0.895554995,-0.897996271,-0.887670194,-0.895477663
-0.642627084,-0.895553942,-0.897995129,-0.887665992,-0.895477436
-0.64261763,-0.895552311,-0.897993591,-0.887665392,-0.895470346
-0.642613719,-0.895551334,-0.897993411,-0.887665188,-0.895468769
-0.642605323,-0.89555133,-0.897992522,-0.887664798,-0.895467304
-0.642603646,-0.895551227,-0.897992293,-0.887664546,-0.895467023
-0.642602713,-0.895551225,-0.897990194,-0.88766431,-0.895465745
-0.642586083,-0.895549729,-0.897985761,-0.887662615,-0.895464622
-0.642584213,-0.895549455,-0.89798564,-0.887660594,-0.895464329
-0.642581821,-0.895549158,-0.897985395,-0.887659054,-0.895462031
-0.642581004,-0.895546628,-0.897984645,-0.88765905,-0.895461979
-0.642575303,-0.895546585,-0.897984118,-0.887658698,-0.895461257
-0.642545102,-0.895543189,-0.897981087,-0.887657543,-0.895461192
-0.642543492,-0.895541403,-0.897980393,-0.88765746,-0.895460564
-0.642541785,-0.895540593,-0.8979797,-0.887656759,-0.895459938
-0.642536887,-0.895540426,-0.897979465,-0.887653744,-0.895457757
-0.642523157,-0.895540225,-0.897978688,-0.88765344,-0.895457468
-0.642522554,-0.895538854,-0.897977213,-0.887652217,-0.895455448
-0.642522115,-0.895537733,-0.897974414,-0.887651958,-0.895451525
-0.642521817,-0.895537624,-0.897974357,-0.887651849,-0.895450734
-0.642512094,-0.895536782,-0.897973803,-0.88765181,-0.895449284
-0.642497684,-0.895536658,-0.897972576,-0.88765099,-0.895448766
-0.642497409,-0.895533256,-0.897972137,-0.887650007,-0.895448046
-0.642480139,-0.895531675,-0.897971525,-0.887648681,-0.895447118
-0.642466833,-0.895530224,-0.89797129,-0.887647318,-0.895444862
-0.64246436,-0.8955293,-0.897970658,-0.887646325,-0.895443035
-0.642456413,-0.895527221,-0.897970603,-0.88764612,-0.895442055
-0.642450726,-0.895526475,-0.89796934,-0.88764511,-0.895441854
-0.642433465,-0.895526447,-0.897968709,-0.887642378,-0.895440419
-0.642429196,-0.895524931,-0.897968225,-0.887641675,-0.895439295
-0.642425846,-0.89552464,-0.897967401,-0.887640553,-0.895438389
-0.642418631,-0.895523635,-0.897966707,-0.887638275,-0.89543807
-0.642415092,-0.895516726,-0.897966168,-0.887637985,-0.895437945
-0.642410296,-0.895512565,-0.897964893,-0.887636763,-0.895436751
-0.642392835,-0.895512241,-0.897962786,-0.887636416,-0.895433617
-0.642383267,-0.895510615,-0.897960662,-0.887636017,-0.895432428
-0.642374172,-0.895509335,-0.897959614,-0.887635147,-0.895431083
-0.642371642,-0.895508378,-0.897958062,-0.887634859,-0.895430597
-0.642359309,-0.89550829,-0.897955321,-0.887634584,-0.895423766
-0.642357896,-0.895507012,-0.897953649,-0.887632317,-0.895423167
-0.642353171,-0.895505542,-0.897950281,-0.887632195,-0.895421903
-0.642325786,-0.895505256,-0.89795015,-0.887631601,-0.895420209
-0.642324414,-0.895504248,-0.897949671,-0.887631186,-0.895419758
-0.642313176,-0.895503365,-0.897948242,-0.887630255,-0.895419455
-0.642303861,-0.895502186,-0.897947017,-0.887630222,-0.895416981
-0.642288786,-0.895499091,-0.897944415,-0.887628395,-0.89541428
-0.642275292,-0.895496893,-0.897943919,-0.887628303,-0.895414124
-0.642266331,-0.895496829,-0.897943814,-0.887628074,-0.895411715
-0.64226052,-0.895496345,-0.897942419,-0.887627649,-0.895410325
-0.642247761,-0.895495851,-0.897940468,-0.887626727,-0.895408127
-0.642242126,-0.895495417,-0.897939982,-0.887626451,-0.89540714
-0.642227474,-0.895492993,-0.897938707,-0.887626401,-0.895406464
-0.642225759,-0.895492225,-0.897938046,-0.887624663,-0.895406202
-0.642225015,-0.895491671,-0.897934541,-0.88762198,-0.895405331
-0.642198461,-0.895491627,-0.89793431,-0.887621569,-0.895404204
-0.642188356,-0.895489517,-0.89793411,-0.887621247,-0.895403559
-0.642182311,-0.895486498,-0.897933571,-0.88762068,-0.895403449
-0.642178629,-0.895481784,-0.897933044,-0.887620104,-0.895402504
-0.642166237,-0.895480679,-0.897932868,-0.887619166,-0.895402098
-0.642143491,-0.895480378,-0.897932686,-0.887618673,-0.895401737
-0.642142062,-0.895477969,-0.897931356,-0.887617282,-0.895400895
-0.642126253,-0.895473879,-0.897929603,-0.887617263,-0.895400714
-0.642102892,-0.895473326,-0.897929511,-0.887616921,-0.895400473
-0.642092118,-0.895472866,-0.897928924,-0.887616166,-0.895399887
-0.642087181,-0.895472778,-0.897927747,-0.887610102,-0.895399048
-0.642083818,-0.895472386,-0.897926288,-0.887609137,-0.895398815
-0.642061152,-0.895471785,-0.897926243,-0.887607076,-0.895397907
-0.642052188,-0.895471628,-0.89792621,-0.887603611,-0.895397325
-0.642033914,-0.895471114,-0.89792528,-0.887603391,-0.895397171
-0.642008433,-0.895469192,-0.897924673,-0.887603012,-0.8953945
-0.642008398,-0.895468129,-0.897924625,-0.887602597,-0.895394422
-0.641990382,-0.895467716,-0.897923955,-0.887602129,-0.895393698
-0.641985535,-0.895465283,-0.897922938,-0.887601527,-0.895393449
-0.641975992,-0.895463157,-0.897922482,-0.887601099,-0.895393406
-0.641971394,-0.895462087,-0.897920018,-0.887600997,-0.895393403
-0.64194064,-0.895461295,-0.897919832,-0.887600684,-0.895393389
-0.64192663,-0.89545806,-0.897919587,-0.887600326,-0.895391798
-0.641903439,-0.895457001,-0.897919125,-0.887599465,-0.895390133
-0.641899768,-0.895456952,-0.897919103,-0.887599125,-0.895389592
-0.641882983,-0.89545494,-0.897916085,-0.887598999,-0.895386179
-0.64188186,-0.895452409,-0.89791484,-0.887598856,-0.895383893
-0.641862808,-0.895452263,-0.897913474,-0.88759874,-0.895382618
-0.641846004,-0.895451316,-0.897911879,-0.887598284,-0.895382105
-0.64183622,-0.895450255,-0.897910934,-0.887597762,-0.895381004
-0.641831116,-0.895449879,-0.897909602,-0.887597753,-0.895380541
-0.641829671,-0.895449856,-0.897909052,-0.88759723,-0.895379768
-0.641816501,-0.895449446,-0.897908902,-0.887597226,-0.895379248
-0.641815087,-0.895449248,-0.897907537,-0.887596575,-0.895379245
-0.641813493,-0.895448097,-0.897905907,-0.887596524,-0.895375312
-0.641778877,-0.895445752,-0.897905667,-0.887593981,-0.895375244
-0.641767885,-0.895445575,-0.897904904,-0.887591839,-0.895374992
-0.641763308,-0.895443508,-0.897904687,-0.887590119,-0.895374457
-0.641762285,-0.8954425,-0.897904471,-0.887590107,-0.895372555
-0.641754253,-0.895442452,-0.897904469,-0.887588095,-0.895369703
-0.641754223,-0.895441951,-0.897903878,-0.887587742,-0.895368923
-0.64175026,-0.895440701,-0.897903032,-0.887586978,-0.89536812
-0.641743568,-0.895439723,-0.89790259,-0.887586028,-0.89536785
-0.641733944,-0.895439601,-0.89790227,-0.88758487,-0.895367634
-0.641727921,-0.895438821,-0.897900917,-0.887584833,-0.895367105
-0.641723135,-0.895437871,-0.897900613,-0.887584251,-0.895366461
-0.641710392,-0.895437604,-0.89789999,-0.88758413,-0.895362677
-0.641699524,-0.895435113,-0.897897898,-0.887583889,-0.89536152
-0.641697211,-0.895433805,-0.897897697,-0.887583034,-0.895360671
-0.641696058,-0.895432816,-0.897897021,-0.887582127,-0.89535604
-0.641685664,-0.895430248,-0.897896997,-0.887581345,-0.895356034
-0.641685051,-0.895430221,-0.897896547,-0.887581337,-0.895355802
-0.64168392,-0.895428945,-0.897895301,-0.887580737,-0.895355496
-0.64166925,-0.895428162,-0.897893247,-0.887580514,-0.895353586
-0.641665962,-0.89542467,-0.897890551,-0.887579829,-0.895352795
-0.641665391,-0.895423351,-0.89789038,-0.887576866,-0.895351296
-0.641663229,-0.895422591,-0.897886594,-0.887576267,-0.895350128
-0.641658312,-0.895422569,-0.897885989,-0.887575351,-0.895347907
-0.641643076,-0.895422215,-0.89788576,-0.887574379,-0.895347283
-0.641642938,-0.895421394,-0.897885593,-0.887574234,-0.895345965
-0.641630398,-0.895421086,-0.897885146,-0.887573391,-0.89534559
-0.641629361,-0.895419463,-0.897884342,-0.887572729,-0.895345284
-0.641624757,-0.895417576,-0.897884224,-0.887571386,-0.895345281
-0.641606669,-0.895413321,-0.897883395,-0.887569383,-0.895345088
-0.641605738,-0.895412708,-0.897882438,-0.887566237,-0.895344971
-0.641604358,-0.895411707,-0.897881652,-0.887565503,-0.895342722
-0.641598028,-0.895411568,-0.897881576,-0.887565087,-0.895341616
-0.641594684,-0.895408041,-0.897881551,-0.887565022,-0.895341241
-0.641591598,-0.895406701,-0.897880272,-0.887564904,-0.895340536
-0.641591457,-0.895406346,-0.897880206,-0.887564112,-0.895340115
-0.641583245,-0.895402982,-0.897880117,-0.887563446,-0.895340083
-0.641580984,-0.895401557,-0.897880022,-0.887562383,-0.895339925
-0.641573887,-0.89539872,-0.897879683,-0.887562373,-0.895339344
-0.641571518,-0.895398357,-0.897879557,-0.887562102,-0.89533746
-0.641561077,-0.89539693,-0.897878291,-0.887561061,-0.895336963
-0.641556149,-0.895396461,-0.897877927,-0.887560992,-0.8953356
-0.641554012,-0.89539612,-0.897877664,-0.887557476,-0.895335189
-0.641553465,-0.895395998,-0.897877488,-0.887556456,-0.895334756
-0.641549859,-0.895394986,-0.897877417,-0.887556417,-0.895333445
-0.641549214,-0.895394942,-0.897877012,-0.887556014,-0.895333313
-0.641548247,-0.895394012,-0.897875296,-0.887555764,-0.895332944
-0.64154388,-0.895393135,-0.897873985,-0.887555055,-0.895332932
-0.641541665,-0.895385716,-0.897873982,-0.887553035,-0.895330996
-0.641538387,-0.895384649,-0.897872375,-0.88755137,-0.895327602
-0.641518962,-0.895382936,-0.89787137,-0.887550829,-0.895326949
-0.641494465,-0.895382309,-0.897870781,-0.887550686,-0.895326769
-0.641489037,-0.895378733,-0.897869696,-0.887550111,-0.895326151
-0.641488904,-0.895376688,-0.897869653,-0.88754764,-0.895324913
-0.641484429,-0.895370545,-0.8978693,-0.887546145,-0.895322547
-0.641481773,-0.895369263,-0.897869279,-0.887545948,-0.895321969
-0.641475481,-0.895368898,-0.897868856,-0.887545897,-0.895320075
-0.641414698,-0.895368234,-0.897868067,-0.887545513,-0.895319885
-0.641402041,-0.895364999,-0.897866465,-0.887542262,-0.895319753
-0.641393761,-0.895364091,-0.897866356,-0.887541411,-0.895319118
-0.641390212,-0.895362811,-0.897865974,-0.887540787,-0.89531903
-0.641389224,-0.895361127,-0.897865596,-0.887540468,-0.89531767
-0.641379397,-0.895360999,-0.897865096,-0.887540432,-0.895314333
-0.641352483,-0.895359905,-0.897864724,-0.887539463,-0.895310784
-0.641341254,-0.895357153,-0.897862753,-0.887538617,-0.895309987
-0.641325255,-0.895356224,-0.897859866,-0.88753694,-0.895309954
-0.641322954,-0.895355614,-0.897858869,-0.887536481,-0.895309697
-0.641317053,-0.895355113,-0.897858397,-0.887535427,-0.895306173
-0.641291858,-0.895351078,-0.897858039,-0.887534929,-0.895304797
-0.641286192,-0.895349715,-0.897857238,-0.887534802,-0.895304549
-0.641269741,-0.895349182,-0.897856469,-0.887534516,-0.895300687
-0.641266249,-0.895347824,-0.897854976,-0.887533831,-0.895299294
-0.641259158,-0.895346386,-0.897852933,-0.887532317,-0.895298609
-0.641255551,-0.895345274,-0.897852766,-0.887532171,-0.89529808
-0.641247527,-0.895344407,-0.897851778,-0.887531732,-0.895297115
-0.641235498,-0.895344297,-0.897851066,-0.887531559,-0.895294719
-0.64121399,-0.895341792,-0.897850479,-0.887530916,-0.895293494
-0.641212379,-0.895339649,-0.897849126,-0.887529217,-0.895292273
-0.641211401,-0.895338724,-0.897847589,-0.887529135,-0.895291138
-0.641209669,-0.895337587,-0.897846902,-0.887528636,-0.895289139
-0.641200711,-0.895336528,-0.89784554,-0.887528193,-0.895288946
-0.641199024,-0.895336217,-0.89784365,-0.887527206,-0.895288544
-0.641189824,-0.895335414,-0.89784332,-0.88752671,-0.895287148
-0.641174604,-0.895335256,-0.89784313,-0.887526261,-0.895286048
-0.641169276,-0.895334041,-0.897841501,-0.887524263,-0.895284443
-0.641158632,-0.895333957,-0.897841295,-0.88752296,-0.89528375
-0.641147283,-0.895333846,-0.897840923,-0.887522924,-0.895279222
-0.641136508,-0.895333125,-0.897840519,-0.887522504,-0.895278563
-0.641129891,-0.89533075,-0.897836547,-0.887522448,-0.895278428
-0.641127725,-0.895330441,-0.897836372,-0.887521983,-0.895277794
-0.641103422,-0.895330138,-0.89783628,-0.887521172,-0.895276819
-0.641077365,-0.895329627,-0.897835741,-0.887520945,-0.895276761
-0.641074861,-0.895328554,-0.897835331,-0.887520309,-0.895276537
